"","j_sys_pwsid","j_pop","j_conn","j_sys_name","j_county","j_class_new","r_sys_pwsid","r_sys_name","r_type","r_county","route_name","distance_feet","merge_type","elevation_j","elevation_r","route_elev_min","route_elev_max","route_elev_mean","route_elev_range"
"1293","CA3301683",125,195,"THOUSAND TRAILS PALM SPRINGS - MHC","RIVERSIDE","SWS","CA3310001","COACHELLA VWD: COVE COMMUNITY","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1294","CA3301687",40,51,"TUCALOTA SPRINGS R.V. PARK","RIVERSIDE","SWS","CA3310009","EASTERN MUNICIPAL WD","Community water system","RIVERSIDE","CA3301687 TUCALOTA SPRINGS R.V. PARK - CA3310009 EASTERN MUNICIPAL WD",14795.5501223376,"Route",699.37524,592.69891,592.69891,709.07556,671.957364,116.37665
"1295","CA3301693",32,12,"DRIPPING SPRINGS CG- USFS","RIVERSIDE","SWS","CA3310009","EASTERN MUNICIPAL WD","Community water system","RIVERSIDE","CA3301693 DRIPPING SPRINGS CG- USFS - CA3310009 EASTERN MUNICIPAL WD",3594.92938716912,"Route",487.14905,499.2543,475.14868,499.2543,485.599319,24.10562
"1296","CA3301699",40,1,"CINCO POSES CAMP - USFS","RIVERSIDE","SWS","CA3310005","DESERT WATER AGENCY","Community water system","RIVERSIDE","CA3301699 CINCO POSES CAMP - USFS - CA3310005 DESERT WATER AGENCY",1683.04010052816,"Route",2201.65137,2222.17505,2192.73779,2227.99121,2215.559285,35.25342
"1297","CA3301701",40,1,"DARK CANYON CAMPGROUND - USFS","RIVERSIDE","SWS","CA3310005","DESERT WATER AGENCY","Community water system","RIVERSIDE","CA3301701 DARK CANYON CAMPGROUND - USFS - CA3310005 DESERT WATER AGENCY",5954.1876574752,"Route",1207.12341,1211.52405,1211.52405,1230.09924,1223.23667,18.57519
"1298","CA3301717",135,37,"VALLEY VIEW TRAILER PARK","RIVERSIDE","SWS","CA3310007","COACHELLA WATER AUTHORITY","Community water system","RIVERSIDE","CA3301717 VALLEY VIEW TRAILER PARK - CA3310007 COACHELLA WATER AUTHORITY",614.01537296352,"Route",-36.37611,-36.06878,-36.37611,-36.06878,-36.146965,0.30733
"1299","CA3301731",254,16,"VICTORY RANCH","RIVERSIDE","SWS","CA3310009","EASTERN MUNICIPAL WD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1300","CA3301750",52,4,"WHITEWATER PRESERVE","RIVERSIDE","SWS","CA3310008","MISSION SPRINGS WD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1301","CA3301756",80,9,"KKOTTONGNAE RETREAT CAMP","RIVERSIDE","SWS","CA3310038","RANCHO CALIFORNIA WATER DISTRICT","Community water system","RIVERSIDE","CA3301756 KKOTTONGNAE RETREAT CAMP - CA3310038 RANCHO CALIFORNIA WATER DISTRICT",3791.23791957504,"Route",604.11096,516.62457,513.66931,590.18451,550.12249,76.5152
"1302","CA3301803",180,44,"CASTRO TRAILER PARK","RIVERSIDE","SWS","CA3310007","COACHELLA WATER AUTHORITY","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1303","CA3301850",24,14,"DELARA RENTALS","RIVERSIDE","SWS","CA3310007","COACHELLA WATER AUTHORITY","Community water system","RIVERSIDE","CA3301850 DELARA RENTALS - CA3310007 COACHELLA WATER AUTHORITY",1399.47449046768,"Route",-29.85923,-29.332,-29.88514,-29.332,-29.663056,0.55314
"1304","CA3301860",25,1,"SANTA ROSA SPRINGS - USFS","RIVERSIDE","SWS","CA3310007","COACHELLA WATER AUTHORITY","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1305","CA3301863",195,48,"OLIVET UNIVERSITY","RIVERSIDE","SWS","CA3310001","COACHELLA VWD: COVE COMMUNITY","Community water system","RIVERSIDE","CA3301863 OLIVET UNIVERSITY - CA3310001 COACHELLA VWD: COVE COMMUNITY",335.624582937072,"Route",-31.53009,-32.73816,-34.07056,-32.73816,-32.90471,1.3324
"1306","CA3301877",50,18,"BLOCK 77 WATER COMPANY","RIVERSIDE","SWS","CA3310049","WESTERN MWD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1307","CA3301879",330,244,"SHARONDALE MESA HOA","RIVERSIDE","SWS","CA3610055","YUCAIPA VALLEY WATER DISTRICT","Community water system","SAN BERNARDINO","CA3301879 SHARONDALE MESA HOA - CA3610055 YUCAIPA VALLEY WATER DISTRICT",329.081198427696,"Route",737.27008,739.06372,737.6106,740.19458,738.9563,2.58398
"1308","CA3301935",250,3,"RBI  PACKING, LLC","RIVERSIDE","SWS","CA3310001","COACHELLA VWD: COVE COMMUNITY","Community water system","RIVERSIDE","CA3301935 RBI  PACKING, LLC - CA3310001 COACHELLA VWD: COVE COMMUNITY",3491.72249283792,"Route",-41.12354,-37.76865,-41.82544,-37.76865,-39.847731,4.05679
"1309","CA3301937",42,16,"MESQUITE MUTUAL WATER CO.","RIVERSIDE","SWS","CA3310020","INDIO WATER AUTHORITY","Community water system","RIVERSIDE","CA3301937 MESQUITE MUTUAL WATER CO. - CA3310020 INDIO WATER AUTHORITY",543.524293092,"Route",-5.74242,-4.12066,-4.30849,-3.84469,-4.138198,0.4638
"1310","CA3301939",88,7,"JEWEL DATE CO. INC.","RIVERSIDE","SWS","CA3310001","COACHELLA VWD: COVE COMMUNITY","Community water system","RIVERSIDE","CA3301939 JEWEL DATE CO. INC. - CA3310001 COACHELLA VWD: COVE COMMUNITY",20.4299285081232,"Route",-32.16004,-32.11804,-32.11804,-32.11804,-32.11804,0
"1311","CA3301943",891,554,"PLANTATION ON THE LAKE PARK","RIVERSIDE","SWS","CA3310002","BEAUMONT CHERRY VALLEY WD","Community water system","RIVERSIDE","CA3301943 PLANTATION ON THE LAKE PARK - CA3310002 BEAUMONT CHERRY VALLEY WD",2326.0654461528,"Route",732.02094,750.05383,735.41998,750.05383,742.970915,14.63385
"1312","CA3301979",70,3,"MADISON CENTER WATER SYSTEM","RIVERSIDE","SWS","CA3310020","INDIO WATER AUTHORITY","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1313","CA3301981",156,91,"SHADOW HILLS RV RESORT","RIVERSIDE","SWS","CA3310001","COACHELLA VWD: COVE COMMUNITY","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1314","CA3301990",316,113,"AMEZCUA - GARCIA WATER","RIVERSIDE","SWS","CA3310007","COACHELLA WATER AUTHORITY","Community water system","RIVERSIDE","CA3301990 AMEZCUA - GARCIA WATER - CA3310007 COACHELLA WATER AUTHORITY",2488.10132125104,"Route",-29.42765,-27.84923,-29.46765,-27.84923,-28.553598,1.61842
"1315","CA3301991",520,2,"APPLE MARKET TWO","RIVERSIDE","SWS","CA3310001","COACHELLA VWD: COVE COMMUNITY","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1316","CA3302009",18,8,"SAM S FENCE","RIVERSIDE","SWS","CA3310001","COACHELLA VWD: COVE COMMUNITY","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1317","CA3302018",1000,1,"CAL-TRANS WILEY WELL REST STOP","RIVERSIDE","SWS","CA3610039","SAN BERNARDINO CITY","Community water system","SAN BERNARDINO",NA,0,"Intersect",0,0,0,0,0,0
"1318","CA3302020",50,1,"GRACE KOREAN CHURCH","RIVERSIDE","SWS","CA3310049","WESTERN MWD","Community water system","RIVERSIDE","CA3302020 GRACE KOREAN CHURCH - CA3310049 WESTERN MWD",802.09670103024,"Route",454.05502,446.14893,446.14493,465.04425,456.729408,18.89932
"1319","CA3302079",0,13,"AIDA AGUIRRE","RIVERSIDE","SWS","CA3310001","COACHELLA VWD: COVE COMMUNITY","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1320","CA3303002",81,55,"OASIS PALMS RV RESORT","RIVERSIDE","SWS","CA1310011","COACHELLA VWD: I.D. NO. 11","Community water system","IMPERIAL","CA3303002 OASIS PALMS RV RESORT - CA1310011 COACHELLA VWD: I.D. NO. 11",15660.91023156,"Route",-45.06331,-35.73933,-49.8383,-35.73933,-39.508463,14.09897
"1321","CA3303003",50,38,"GALINDO HOUSING FACILITY","RIVERSIDE","SWS","CA3310001","COACHELLA VWD: COVE COMMUNITY","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1322","CA3303007",12,4,"IRENE RODRIGUEZ CAMP","RIVERSIDE","SWS","CA3310049","WESTERN MWD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1323","CA3303010",42,257,"THOUSAND TRAILS IDYLLWILD - MHC","RIVERSIDE","SWS","CA3910001","CALIFORNIA WATER SERVICE - STOCKTON","Community water system","SAN JOAQUIN","CA3303010 THOUSAND TRAILS IDYLLWILD - MHC - CA3910001 CALIFORNIA WATER SERVICE - STOCKTON",4182.45310555776,"Route",12.88675,12.90973,12.87162,12.9138,12.8953,0.04218
"1324","CA3303011",25,1,"TENAJA TRAIL HEAD / CLEVELAND USFS","RIVERSIDE","SWS","CA3310049","WESTERN MWD","Community water system","RIVERSIDE","CA3303011 TENAJA TRAIL HEAD / CLEVELAND USFS - CA3310049 WESTERN MWD",1745.69432263248,"Route",612.255,609.61914,608.46368,612.10406,610.117225,3.64038
"1325","CA3303021",45,53,"ELSINORE HILLS RV PARK","RIVERSIDE","SWS","CA3310012","ELSINORE VALLEY MWD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1326","CA3303026",40,5,"GRANITE CONSTRUCTION COMPANY","RIVERSIDE","SWS","CA3310020","INDIO WATER AUTHORITY","Community water system","RIVERSIDE","CA3303026 GRANITE CONSTRUCTION COMPANY - CA3310020 INDIO WATER AUTHORITY",443.30308927344,"Route",30.01787,22.44904,22.44904,25.17816,23.358747,2.72912
"1327","CA3303028",23,12,"SHADY ACRES","RIVERSIDE","SWS","CA3310009","EASTERN MUNICIPAL WD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1328","CA3303035",73,22,"THERMAL PARK","RIVERSIDE","SWS","CA3310001","COACHELLA VWD: COVE COMMUNITY","Community water system","RIVERSIDE","CA3303035 THERMAL PARK - CA3310001 COACHELLA VWD: COVE COMMUNITY",4708.69277237568,"Route",-48.47641,-46.82433,-48.81503,-46.82433,-48.10961,1.9907
"1329","CA3303064",105,1,"PALM GAS MART","RIVERSIDE","SWS","CA3310048","COACHELLA VWD: I.D. NO. 8","Community water system","RIVERSIDE","CA3303064 PALM GAS MART - CA3310048 COACHELLA VWD: I.D. NO. 8",10161.3141977952,"Route",179.57939,220.10324,179.70509,220.10324,194.867186,40.39815
"1330","CA3303071",185,7,"MORONGO GOLF COURSE AT TUKWET CNYN","RIVERSIDE","SWS","CA3310002","BEAUMONT CHERRY VALLEY WD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1331","CA3303072",246,4,"GOOSE CREEK GOLF CLUB","RIVERSIDE","SWS","CA3310049","WESTERN MWD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1332","CA3303077",50,1,"PARADISE VALLEY CAFE","RIVERSIDE","SWS","CA3310005","DESERT WATER AGENCY","Community water system","RIVERSIDE","CA3303077 PARADISE VALLEY CAFE - CA3310005 DESERT WATER AGENCY",7090.7760086592,"Route",1459.29785,1516.2229,1458.46692,1518.62622,1489.193288,60.1593
"1333","CA3303084",300,110,"VAIL LAKE VILLAGE RESORT","RIVERSIDE","SWS","CA3310009","EASTERN MUNICIPAL WD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1334","CA3303087",71,15,"SAN JOSE COMMUNITY WATER SYSTEM","RIVERSIDE","SWS","CA3310001","COACHELLA VWD: COVE COMMUNITY","Community water system","RIVERSIDE","CA3303087 SAN JOSE COMMUNITY WATER SYSTEM - CA3310001 COACHELLA VWD: COVE COMMUNITY",9966.5839631424,"Route",-58.89734,-32.73816,-59.09956,-32.73816,-50.419256,26.3614
"1335","CA3303092",1847,5,"MECCA ARCO TRAVEL CENTER","RIVERSIDE","SWS","CA3310009","EASTERN MUNICIPAL WD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1336","CA3303104",100,1,"JACK IN THE BOX #5328","RIVERSIDE","SWS","CA3310048","COACHELLA VWD: I.D. NO. 8","Community water system","RIVERSIDE","CA3303104 JACK IN THE BOX #5328 - CA3310048 COACHELLA VWD: I.D. NO. 8",10316.0822642064,"Route",180.80165,220.10324,179.82568,220.10324,195.084088,40.27756
"1337","CA3303112",245,1,"COACHELLA VALLEY FACILITY","RIVERSIDE","SWS","CA3310001","COACHELLA VWD: COVE COMMUNITY","Community water system","RIVERSIDE","CA3303112 COACHELLA VALLEY FACILITY - CA3310001 COACHELLA VWD: COVE COMMUNITY",837.74641578144,"Route",-54.27504,-54.44403,-54.44403,-54.18348,-54.35718,0.26055
"1338","CA3310004",3542,649,"BOX SPRINGS MUTUAL WC","RIVERSIDE","SWS","CA3310049","WESTERN MWD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1339","CA3310018",3095,874,"HOME GARDENS COUNTY WD","RIVERSIDE","SWS","CA3310049","WESTERN MWD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1340","CA3310047",2588,969,"CABAZON WATER DISTRICT","RIVERSIDE","SWS","CA3310006","BANNING, CITY OF","Community water system","RIVERSIDE","CA3310047 CABAZON WATER DISTRICT - CA3310006 BANNING, CITY OF",14611.9069089312,"Route",612.92798,629.3468,571.29047,629.3468,598.740863,58.05633
"1341","CA3310052",709,307,"LAKE HEMET-GARNER VALLEY","RIVERSIDE","SWS","CA3310009","EASTERN MUNICIPAL WD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1342","CA3310076",100,40,"WESTERN MWD (ID A - RAINBOW)","RIVERSIDE","SWS","CA3310049","WESTERN MWD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1343","CA3310078",532,260,"WEST PALM SPRINGS VILLAGE","RIVERSIDE","SWS","CA3310008","MISSION SPRINGS WD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1344","CA3310081",532,173,"PALM SPRINGS CREST","RIVERSIDE","SWS","CA3310008","MISSION SPRINGS WD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1345","CA3310502",264,8,"JOSHUA TREE NP - BLACK ROCK CANYON","RIVERSIDE","SWS","CA3610024","HESPERIA WD","Community water system","SAN BERNARDINO","CA3310502 JOSHUA TREE NP - BLACK ROCK CANYON - CA3610024 HESPERIA WD",42.6505601766288,"Route",1209.29529,1207.96008,1207.96008,1208.46826,1208.232867,0.50818
"1346","CA3310801",84,1,"BAUTISTA CC NO. 36","RIVERSIDE","SWS","CA3310009","EASTERN MUNICIPAL WD","Community water system","RIVERSIDE",NA,0,"Intersect",0,0,0,0,0,0
"1347","CA3400113",30,4,"CLIFF'S MARINA","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO","CA3400113 CLIFF'S MARINA - CA3410020 CITY OF SACRAMENTO MAIN",4905.34527897744,"Route",8.97828,0,5.38491,10.10466,8.045841,4.71975
"1348","CA3400117",30,2,"DISCOVERY PARK [SWS]","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1349","CA3400121",256,128,"EL DORADO MOBILE HOME PARK","SACRAMENTO","SWS","CA3410017","CALAM - PARKWAY","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1350","CA3400122",172,128,"EL DORADO WEST MHP","SACRAMENTO","SWS","CA3410017","CALAM - PARKWAY","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1351","CA3400125",42,27,"FREEPORT MARINA","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1352","CA3400156",150,33,"SOUTHWEST TRACT W M D [SWS]","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO","CA3400156 SOUTHWEST TRACT W M D [SWS] - CA3410020 CITY OF SACRAMENTO MAIN",778.29199923552,"Route",9.05357,9.20831,9.04957,9.24757,9.153994,0.198
"1353","CA3400172",525,198,"TOKAY PARK WATER CO","SACRAMENTO","SWS","CA3410017","CALAM - PARKWAY","Community water system","SACRAMENTO","CA3400172 TOKAY PARK WATER CO - CA3410017 CALAM - PARKWAY",931.12719939888,"Route",10.46139,10.57086,10.32861,10.57863,10.454084,0.25002
"1354","CA3400173",2926,274,"NORTHGATE 880 [SWS]","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO","CA3400173 NORTHGATE 880 [SWS] - CA3410020 CITY OF SACRAMENTO MAIN",2677.7779820352,"Route",5.25946,4.58192,4.34828,5.46406,4.859357,1.11578
"1355","CA3400179",700,199,"MC CLELLAN MHP","SACRAMENTO","SWS","CA3410001","SACRAMENTO SUBURBAN WATER DISTRICT","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1356","CA3400180",1700,40,"BRANCH CENTER [SWS]","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1357","CA3400190",200,186,"IMPERIAL MANOR MOBILEHOME COMMUNITY","SACRAMENTO","SWS","CA3410001","SACRAMENTO SUBURBAN WATER DISTRICT","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1358","CA3400191",262,136,"ELEVEN OAKS MOBILE HOME COMMUNITY","SACRAMENTO","SWS","CA3410001","SACRAMENTO SUBURBAN WATER DISTRICT","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1359","CA3400201",40,1,"COUNTRYSIDE DRIVE-IN","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1360","CA3400202",50,1,"THE NEW WRANGLER, INC","SACRAMENTO","SWS","CA3410008","ELK GROVE WATER SERVICE","Community water system","SACRAMENTO","CA3400202 THE NEW WRANGLER, INC - CA3410008 ELK GROVE WATER SERVICE",273.048203563872,"Route",24.09885,23.54543,23.54543,23.64968,23.610015,0.10425
"1361","CA3400204",50,1,"7042 FOLSOM LLC WATER SYSTEM","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1362","CA3400208",100,2,"SAC VALLEY TRUCK STOP","SACRAMENTO","SWS","CA3410017","CALAM - PARKWAY","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1363","CA3400213",75,5,"CENTENNIEL RANCH","SACRAMENTO","SWS","CA3410029","SCWA - LAGUNA/VINEYARD","Community water system","SACRAMENTO","CA3400213 CENTENNIEL RANCH - CA3410029 SCWA - LAGUNA/VINEYARD",1127.28644467296,"Route",5.56808,7.02711,5.61519,7.02711,6.389167,1.41192
"1364","CA3400216",500,9,"SACRAMENTO RACEWAY","SACRAMENTO","SWS","CA3410704","SCWA MATHER-SUNRISE","Community water system","SACRAMENTO","CA3400216 SACRAMENTO RACEWAY - CA3410704 SCWA MATHER-SUNRISE",5647.0569646656,"Route",30.09127,27.40564,23.52556,29.09325,26.101684,5.56769
"1365","CA3400226",200,1,"VIRGIN STURGEON","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1366","CA3400240",80,2,"H C MUDDOX CO","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1367","CA3400248",650,13,"FRANKLIN ELEMENTARY SCHOOL","SACRAMENTO","SWS","CA3410029","SCWA - LAGUNA/VINEYARD","Community water system","SACRAMENTO","CA3400248 FRANKLIN ELEMENTARY SCHOOL - CA3410029 SCWA - LAGUNA/VINEYARD",2678.70018909504,"Route",5.65303,7.02711,5.61519,7.02711,6.315093,1.41192
"1368","CA3400250",185,10,"PLEASANT GROVE ELEMENTARY SCHOOL","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1369","CA3400251",430,13,"SIERRA ENTERPRISE ELEMENTARY SCHOOL","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1370","CA3400253",560,8,"COSUMNES RIVER ELEMENTARY SCHOOL","SACRAMENTO","SWS","CA3410005","RANCHO MURIETA COMMUNITY SERVI","Community water system","SACRAMENTO","CA3400253 COSUMNES RIVER ELEMENTARY SCHOOL - CA3410005 RANCHO MURIETA COMMUNITY SERVI",15576.18037536,"Route",44.61946,51.67689,40.68495,51.67689,47.041724,10.99194
"1371","CA3400268",200,2,"WALNUT GROVE ELEMENTARY SCHOOL","SACRAMENTO","SWS","CA3410005","RANCHO MURIETA COMMUNITY SERVI","Community water system","SACRAMENTO","CA3400268 WALNUT GROVE ELEMENTARY SCHOOL - CA3410005 RANCHO MURIETA COMMUNITY SERVI",15296.524189584,"Route",43.40587,51.67689,40.91376,51.67689,47.222911,10.76313
"1372","CA3400271",465,2,"ARCOHE ELEM SCHOOL - MAIN CAMPUS","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1373","CA3400278",2000,72,"AMERICAN RIVER COLLEGE","SACRAMENTO","SWS","CA3410001","SACRAMENTO SUBURBAN WATER DISTRICT","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1374","CA3400283",100,5,"VALLEY HI COUNTRY CLUB","SACRAMENTO","SWS","CA3410001","SACRAMENTO SUBURBAN WATER DISTRICT","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1375","CA3400286",100,3,"CORDOVA GOLF COURSE","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1376","CA3400296",350,164,"TRAVEL LODGE MOBILE HOME PARK","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1377","CA3400297",3300,10,"GIBSON RANCH COUNTY PARK","SACRAMENTO","SWS","CA3410031","CALAM - ANTELOPE","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1378","CA3400303",50,24,"DELTA BEACH RESORTS [SWS]","SACRAMENTO","SWS","CA3910004","LODI, CITY OF","Community water system","SAN JOAQUIN",NA,0,"Intersect",0,0,0,0,0,0
"1379","CA3400331",65,49,"WESTERNER MOBILE HOME PARK","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1380","CA3400333",30,4,"SWABBIES","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO","CA3400333 SWABBIES - CA3410020 CITY OF SACRAMENTO MAIN",439.377519679824,"Route",10.01163,9.32073,9.32073,10.36918,9.986167,1.04845
"1381","CA3400335",200,115,"HOLIDAY MOBILE VILLAGE","SACRAMENTO","SWS","CA3410017","CALAM - PARKWAY","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1382","CA3400336",300,23,"BROOKSIDE EQUESTRIAN PARK","SACRAMENTO","SWS","CA3410008","ELK GROVE WATER SERVICE","Community water system","SACRAMENTO","CA3400336 BROOKSIDE EQUESTRIAN PARK - CA3410008 ELK GROVE WATER SERVICE",10098.1756203504,"Route",27.92218,22.68253,21.87146,28.12525,25.209484,6.25379
"1383","CA3400342",50,3,"KIEFER LANDFILL [SWS]","SACRAMENTO","SWS","CA3410704","SCWA MATHER-SUNRISE","Community water system","SACRAMENTO","CA3400342 KIEFER LANDFILL [SWS] - CA3410704 SCWA MATHER-SUNRISE",5351.7447243216,"Route",78.6571,64.12579,49.36525,64.45094,60.522945,15.08569
"1384","CA3400356",100,2,"OWL HARBOR","SACRAMENTO","SWS","CA3410001","SACRAMENTO SUBURBAN WATER DISTRICT","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1385","CA3400358",800,4,"6200 FRANKLIN, LLC  (SWS)","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO","CA3400358 6200 FRANKLIN, LLC  (SWS) - CA3410020 CITY OF SACRAMENTO MAIN",228.360494193216,"Route",7.44394,0,6.5714,6.6094,6.596107,0.038
"1386","CA3400374",110,53,"DUCK ISLAND RV PARK","SACRAMENTO","SWS","CA4810004","CITY OF RIO VISTA","Community water system","SOLANO","CA3400374 DUCK ISLAND RV PARK - CA4810004 CITY OF RIO VISTA",7846.6340669376,"Route",3.9594,1.59106,1.19316,6.11031,3.070639,4.91715
"1387","CA3400375",1800,4,"SLAVIC MISSIONARY CHURCH INC","SACRAMENTO","SWS","CA3410010","CALAM - SUBURBAN","Community water system","SACRAMENTO","CA3400375 SLAVIC MISSIONARY CHURCH INC - CA3410010 CALAM - SUBURBAN",1441.71763515648,"Route",19.60265,20.18012,19.45701,20.18012,19.818565,0.72311
"1388","CA3400379",100,1,"SILVA'S SHELDON INN","SACRAMENTO","SWS","CA3410008","ELK GROVE WATER SERVICE","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1389","CA3400382",155,2,"BRADSHAW RANCH GOLF COURSE INC","SACRAMENTO","SWS","CA3410029","SCWA - LAGUNA/VINEYARD","Community water system","SACRAMENTO","CA3400382 BRADSHAW RANCH GOLF COURSE INC - CA3410029 SCWA - LAGUNA/VINEYARD",324.59803545312,"Route",20.43893,20.29438,20.29438,20.60164,20.481949,0.30726
"1390","CA3400383",30,1,"BUILDING TRADES ASSOC","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO","CA3400383 BUILDING TRADES ASSOC - CA3410020 CITY OF SACRAMENTO MAIN",2367.97529451648,"Route",4.21909,12.63525,4.61384,13.0283,8.409216,8.41446
"1391","CA3400387",500,9,"BLUE DIAMOND GROWERS","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1392","CA3400391",935,8,"BRADSHAW CHRISTIAN SCHOOL","SACRAMENTO","SWS","CA3910011","TRACY, CITY OF","Community water system","SAN JOAQUIN","CA3400391 BRADSHAW CHRISTIAN SCHOOL - CA3910011 TRACY, CITY OF",1205.90912362272,"Route",24.44528,25.16675,24.35839,25.17675,24.977516,0.81836
"1393","CA3400393",300,2,"NORTH RIDGE COUNTRY CLUB","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
"1394","CA3400397",32,28,"LAGUNA VILLAGE RV PARK","SACRAMENTO","SWS","CA3410020","CITY OF SACRAMENTO MAIN","Community water system","SACRAMENTO",NA,0,"Intersect",0,0,0,0,0,0
